species,status,region,note
Camponotus pennsylvanicus,native,Georgia US,""
Hypoponera opacior,native,Georgia US,""
Lasius neoniger,native,Georgia US,""
Monomorium trageri,native,Georgia US,""
Nylanderia vividula,native,Georgia US,""
Pheidole bilimeki,native,Georgia US,""
Ponera exotica,native,Georgia US,""
Solenopsis abdita,native,Georgia US,""
Solenopsis geminata,native,Georgia US,""
Solenopsis globularia,native,Georgia US,""
Strumigenys louisianae,native,Georgia US,""
Tapinoma sessile,native,Georgia US,""
Temnothorax longispinosus,native,Georgia US,""
Brachyponera chinensis,established.outdoors,Georgia_Europe(country),""
Lasius neglectus,established.outdoors,Georgia_Europe(country),""
Nylanderia flavipes,established.outdoors,Georgia_Europe(country),""
Strumigenys lewisi,established.outdoors,Georgia_Europe(country),""
Camponotus fallax,native,Georgia_Europe(country),""
Camponotus vagus,native,Georgia_Europe(country),""
Cataglyphis nodus,native,Georgia_Europe(country),""
Crematogaster sordidula,native,Georgia_Europe(country),""
Crematogaster subdentata,native,Georgia_Europe(country),""
Formica rufibarbis,native,Georgia_Europe(country),""
Hypoponera eduardi,native,Georgia_Europe(country),""
Lasius alienus,native,Georgia_Europe(country),""
Lasius citrinus,native,Georgia_Europe(country),""
Lasius emarginatus,native,Georgia_Europe(country),""
Lasius flavus,native,Georgia_Europe(country),""
Lasius fuliginosus,native,Georgia_Europe(country),""
Lepisiota frauenfeldi,native,Georgia_Europe(country),""
Messor structor,native,Georgia_Europe(country),""
Monomorium subopacum,native,Georgia_Europe(country),""
Myrmica rubra,native,Georgia_Europe(country),""
Myrmica scabrinodis,native,Georgia_Europe(country),""
Myrmica specioides,native,Georgia_Europe(country),""
Plagiolepis pygmaea,native,Georgia_Europe(country),""
Ponera coarctata,native,Georgia_Europe(country),""
Solenopsis fugax,native,Georgia_Europe(country),""
Temnothorax unifasciatus,native,Georgia_Europe(country),""
Tetramorium caespitum,native,Georgia_Europe(country),""
Tetramorium immigrans,native,Georgia_Europe(country),""
Crematogaster scutellaris,established.outdoors,Germany,""
Crematogaster sordidula,established.outdoors,Germany,""
Formica paralugubris,established.outdoors,Germany,""
Lasius neglectus,established.outdoors,Germany,""
Monomorium trageri,established.outdoors,Germany,""
Pheidole pallidula,established.outdoors,Germany,""
Tapinoma magnum,established.outdoors,Germany,""
Tapinoma nigerrimum,established.outdoors,Germany,""
Camponotus fallax,native,Germany,""
Camponotus vagus,native,Germany,""
Formica rufibarbis,native,Germany,""
Lasius alienus,native,Germany,""
Lasius citrinus,native,Germany,""
Lasius emarginatus,native,Germany,""
Lasius flavus,native,Germany,""
Lasius fuliginosus,native,Germany,""
Lasius niger,native,Germany,""
Myrmica lobulicornis,native,Germany,""
Myrmica rubra,native,Germany,""
Myrmica scabrinodis,native,Germany,""
Myrmica specioides,native,Germany,""
Plagiolepis pygmaea,native,Germany,""
Ponera coarctata,native,Germany,""
Solenopsis fugax,native,Germany,""
Temnothorax unifasciatus,native,Germany,""
Tetramorium atratulum,native,Germany,""
Tetramorium caespitum,native,Germany,""
Tetramorium immigrans,native,Germany,""
Tetramorium impurum,native,Germany,""
Lioponera longitarsus,established.outdoors,Ghana,""
Monomorium floricola,established.outdoors,Ghana,""
Paratrechina longicornis,established.outdoors,Ghana,""
Strumigenys emmae,established.outdoors,Ghana,""
Tapinoma melanocephalum,established.outdoors,Ghana,""
Tetramorium bicarinatum,established.outdoors,Ghana,""
Anochetus sedilloti,native,Ghana,""
Brachyponera sennaarensis,native,Ghana,""
Camponotus maculatus,native,Ghana,""
Cardiocondyla emeryi,native,Ghana,""
Dorylus fulvus,native,Ghana,""
Hypoponera punctatissima,native,Ghana,""
Lepisiota canescens,native,Ghana,""
Lepisiota capensis,native,Ghana,""
Monomorium bicolor,native,Ghana,""
Monomorium exiguum,native,Ghana,""
Monomorium holothir,native,Ghana,""
Monomorium pharaonis,native,Ghana,""
Monomorium subopacum,native,Ghana,""
Nylanderia jaegerskioeldi,native,Ghana,""
Odontomachus troglodytes,native,Ghana,""
Pheidole megacephala,native,Ghana,""
Strumigenys ludovici,native,Ghana,""
Strumigenys membranifera,native,Ghana,""
Strumigenys rogeri,native,Ghana,""
Syllophopsis cryptobia,native,Ghana,""
Technomyrmex pallipes,native,Ghana,""
Tetramorium delagoense,native,Ghana,""
Tetramorium lucayanum,native,Ghana,""
Tetramorium sericeiventre,native,Ghana,""
Tetramorium simillimum,native,Ghana,""
Cardiocondyla emeryi,established.outdoors,Goias,""
Monomorium floricola,established.outdoors,Goias,""
Monomorium pharaonis,established.outdoors,Goias,""
Paratrechina longicornis,established.outdoors,Goias,""
Tetramorium simillimum,established.outdoors,Goias,""
Brachymyrmex aphidicola,native,Goias,""
Brachymyrmex australis,native,Goias,""
Brachymyrmex heeri,native,Goias,""
Brachymyrmex minutus,native,Goias,""
Brachymyrmex patagonicus,native,Goias,""
Camponotus atriceps,native,Goias,""
Camponotus novogranadensis,native,Goias,""
Cyphomyrmex rimosus,native,Goias,""
Gnamptogenys triangularis,native,Goias,""
Hypoponera opaciceps,native,Goias,""
Hypoponera trigona,native,Goias,""
Linepithema humile,native,Goias,""
Linepithema micans,native,Goias,""
Nylanderia fulva,native,Goias,""
Odontomachus bauri,native,Goias,""
Odontomachus haematodus,native,Goias,""
Pachycondyla harpax,native,Goias,""
Pheidole flavens,native,Goias,""
